Sample_ID,Raw_TDS_ppm,Raw_Turbidity_NTU,Raw_Temperature_C,Treated_TDS_ppm,Treated_Turbidity_NTU,Treated_pH,Treated_Temperature_C,Flow_Rate_L_min,TDS_Removal_Efficiency_pct,Turbidity_Removal_Efficiency_pct,Temperature_Difference_C,Previous_TDS_Efficiency_pct,Efficiency_Improvement_pp,Rolling_3Cycle_Avg_Efficiency_pct,Efficiency_Trend_pct,Previous_Turbidity_Efficiency_pct,Rolling_3Cycle_Avg_Turbidity_Efficiency_pct,Cycle_Number,Filter_Health_Score_pct,Water_Quality_Class,Filter_Health,ML_Split
JR-05338,639.17,10.66,30.94,259.2,1.51,7.18,31.0,1.877,59.45,85.85,-0.06,59.27,0.18,61.22,0.3,84.1,83.3,18,100.0,WARNING,MODERATE,TEST
JR-01946,333.85,5.82,27.04,45.07,0.81,7.02,26.63,1.244,86.5,86.15,0.41,78.67,7.83,83.88,9.95,90.33,88.13,24,89.49,SAFE,HEALTHY,TEST
JR-06125,430.28,8.01,28.87,161.47,1.92,7.29,28.46,1.71,62.47,76.08,0.42,63.79,-1.32,60.33,-2.07,76.67,73.73,12,91.26,WARNING,MODERATE,TRAIN
JR-03264,391.78,5.7,26.18,89.81,1.99,7.24,24.95,1.81,77.08,65.08,1.23,67.29,9.79,69.93,14.55,72.38,66.35,15,85.01,SAFE,HEALTHY,TEST
JR-06523,522.19,24.65,28.75,284.94,12.58,6.24,29.07,0.927,45.43,48.99,-0.32,56.74,-11.3,47.95,-19.92,55.72,56.52,13,55.27,CRITICAL,UNHEALTHY,TRAIN
JR-06522,1182.13,16.62,28.88,667.73,6.32,6.14,28.68,1.093,43.51,61.95,0.21,55.06,-11.54,48.05,-20.96,66.27,65.6,7,68.31,CRITICAL,UNHEALTHY,TRAIN
JR-06703,844.87,23.84,26.31,269.34,10.72,6.91,25.52,1.384,68.12,55.03,0.79,63.89,4.23,67.28,6.62,54.33,54.67,13,68.96,CRITICAL,UNHEALTHY,TRAIN
JR-02989,397.94,4.94,22.89,93.14,0.24,7.59,22.96,1.517,76.6,95.12,-0.06,67.32,9.28,73.23,13.78,90.54,94.55,17,100.0,SAFE,HEALTHY,TRAIN
JR-07021,675.3,23.09,30.03,289.71,10.42,6.3,30.17,1.156,57.1,54.87,-0.14,58.89,-1.79,56.76,-3.05,52.17,54.57,12,64.27,CRITICAL,UNHEALTHY,TRAIN
JR-01551,291.45,1.54,22.87,63.04,0.44,6.94,22.35,1.688,78.37,71.22,0.52,72.79,5.58,78.89,7.66,71.92,73.45,10,87.17,SAFE,HEALTHY,TEST
JR-02165,440.84,5.27,19.16,97.59,0.82,7.44,18.75,1.685,77.86,84.49,0.42,69.24,8.62,74.56,12.45,78.9,83.62,8,97.07,SAFE,HEALTHY,TRAIN
JR-00587,126.62,6.58,28.4,20.8,1.29,6.93,28.43,1.608,83.57,80.32,-0.02,84.77,-1.19,82.76,-1.41,73.92,78.05,26,92.41,SAFE,HEALTHY,TEST
JR-02406,517.48,8.48,22.36,65.79,2.05,6.95,21.66,1.884,87.29,75.8,0.7,98.0,-10.71,88.57,-10.93,73.34,72.37,12,94.52,SAFE,HEALTHY,TRAIN
JR-06801,759.15,14.97,25.89,415.33,5.02,6.34,24.93,0.644,45.29,66.47,0.96,40.55,4.74,46.69,11.7,65.22,66.43,13,62.74,CRITICAL,UNHEALTHY,TEST
JR-03429,483.67,2.56,22.05,70.06,0.53,6.87,22.33,1.529,85.51,79.37,-0.28,84.48,1.03,87.53,1.22,88.25,83.39,23,90.1,SAFE,HEALTHY,TEST
JR-02610,394.34,4.89,24.59,63.76,0.66,7.41,24.1,1.616,83.83,86.52,0.49,78.09,5.74,82.9,7.35,85.83,86.76,13,97.21,SAFE,HEALTHY,TEST
JR-03657,440.29,4.86,17.23,51.23,1.26,7.18,15.52,1.492,88.36,74.02,1.7,93.65,-5.29,90.32,-5.65,67.24,72.53,24,85.35,SAFE,HEALTHY,TRAIN
JR-03215,465.91,7.4,23.81,80.87,0.96,7.65,23.42,1.468,82.64,87.01,0.39,86.56,-3.92,82.6,-4.52,85.79,85.17,10,94.63,SAFE,HEALTHY,TRAIN
JR-03535,519.68,7.25,21.84,121.47,1.85,6.25,21.67,1.686,76.63,74.52,0.17,80.87,-4.24,78.18,-5.25,84.09,74.69,17,89.61,SAFE,HEALTHY,TRAIN
JR-03287,452.43,7.82,21.9,111.57,1.59,6.9,22.1,1.701,75.34,79.72,-0.2,70.23,5.11,73.28,7.28,83.6,81.9,23,93.8,SAFE,HEALTHY,TRAIN
JR-02081,470.9,9.24,29.25,68.15,2.5,7.0,28.55,1.619,85.53,72.92,0.7,83.56,1.97,84.39,2.36,78.65,72.59,20,87.08,SAFE,HEALTHY,TRAIN
JR-06956,464.7,6.08,27.6,207.91,2.47,5.75,26.06,1.119,55.26,59.39,1.53,60.67,-5.41,53.59,-8.92,61.41,58.6,22,66.93,CRITICAL,UNHEALTHY,TRAIN
JR-06488,351.08,19.04,31.42,157.18,10.55,6.62,31.29,1.213,55.23,44.59,0.13,60.13,-4.9,59.01,-8.16,39.64,42.91,24,57.7,CRITICAL,UNHEALTHY,TRAIN
JR-00648,376.98,12.36,27.27,72.17,1.99,7.73,26.3,1.799,80.86,83.92,0.97,81.85,-0.99,83.28,-1.21,84.57,87.73,18,98.92,SAFE,HEALTHY,TRAIN
JR-00223,302.64,6.19,25.02,40.99,1.44,6.96,25.14,1.894,86.45,76.76,-0.12,88.0,-1.55,86.0,-1.76,68.55,75.04,25,95.44,SAFE,HEALTHY,TEST
JR-06890,808.26,16.96,29.22,305.73,10.14,7.15,28.27,0.928,62.17,40.22,0.95,72.42,-10.24,67.09,-14.14,43.43,44.9,10,48.72,CRITICAL,UNHEALTHY,TRAIN
JR-07679,893.17,16.27,25.93,550.53,6.63,6.18,27.47,0.83,38.36,59.27,-1.54,38.19,0.17,39.18,0.45,55.23,54.27,14,61.06,CRITICAL,UNHEALTHY,TRAIN
JR-00024,293.06,5.87,31.29,29.88,0.82,7.1,31.87,1.717,89.8,86.06,-0.57,92.12,-2.31,90.55,-2.51,88.22,86.86,28,98.89,SAFE,HEALTHY,TEST
JR-01906,344.75,5.12,26.09,53.11,0.25,6.98,25.5,2.0,84.59,95.04,0.6,80.07,4.52,81.77,5.64,96.58,96.1,2,100.0,SAFE,HEALTHY,TRAIN
JR-04079,553.44,9.54,26.31,219.66,1.58,7.68,25.93,1.564,60.31,83.42,0.38,56.48,3.83,53.8,6.78,90.53,87.63,15,93.85,WARNING,MODERATE,TRAIN
JR-01555,658.14,1.98,26.86,125.73,0.36,6.97,26.44,1.413,80.9,81.55,0.42,76.56,4.33,78.97,5.66,74.15,80.85,1,89.43,SAFE,HEALTHY,TEST
JR-05724,180.83,8.3,25.15,69.41,2.21,7.35,23.17,1.525,61.61,73.35,1.98,63.78,-2.16,60.88,-3.39,77.67,75.41,7,85.52,WARNING,MODERATE,TEST
JR-05205,408.01,5.55,25.57,121.63,2.29,7.41,25.9,1.194,70.19,58.79,-0.33,69.79,0.4,70.56,0.57,54.58,57.57,13,67.97,WARNING,MODERATE,TEST
JR-07701,645.87,13.77,27.35,336.95,7.62,7.58,27.03,1.582,47.83,44.63,0.32,49.13,-1.3,47.28,-2.64,46.08,43.8,29,65.11,CRITICAL,UNHEALTHY,TEST
JR-05841,830.27,19.96,25.61,283.92,6.79,6.98,25.34,1.352,65.8,65.99,0.27,61.06,4.75,65.35,7.77,71.27,68.33,22,76.53,WARNING,MODERATE,TRAIN
JR-04946,410.05,12.54,25.82,125.83,2.64,6.87,25.14,1.361,69.31,78.91,0.68,65.26,4.06,67.43,6.22,80.8,79.75,4,86.4,WARNING,MODERATE,TRAIN
JR-01408,446.28,4.88,27.73,34.02,1.12,7.43,28.26,1.637,92.38,77.09,-0.53,87.42,4.95,91.41,5.66,85.68,76.56,9,90.55,SAFE,HEALTHY,TRAIN
JR-00066,337.55,4.19,19.04,54.48,0.86,7.33,19.73,1.705,83.86,79.49,-0.69,80.65,3.21,80.29,3.97,75.02,79.55,24,93.72,SAFE,HEALTHY,TEST
JR-06341,544.41,2.53,27.05,81.61,1.2,7.23,27.1,1.259,85.01,52.31,-0.05,83.84,1.17,85.39,1.4,51.54,54.71,29,64.41,WARNING,MODERATE,TRAIN
JR-01045,386.13,3.95,25.25,63.48,0.58,7.32,23.69,1.626,83.56,85.44,1.55,76.91,6.65,79.18,8.65,83.12,86.57,13,96.6,SAFE,HEALTHY,TEST
JR-06689,505.01,16.39,29.39,332.02,9.03,5.5,30.03,1.578,34.25,44.9,-0.64,40.2,-5.95,34.63,-14.8,33.44,40.21,19,65.24,CRITICAL,UNHEALTHY,TRAIN
JR-07925,408.73,17.55,24.83,232.52,10.22,7.99,25.95,1.407,43.11,41.74,-1.12,43.92,-0.81,46.16,-1.84,40.23,39.22,8,59.45,CRITICAL,UNHEALTHY,TRAIN
JR-04744,372.43,14.03,26.54,104.28,3.87,7.51,26.52,1.572,72.0,72.43,0.02,70.46,1.54,72.74,2.19,62.53,66.68,2,85.76,WARNING,MODERATE,TRAIN
JR-02032,641.88,5.97,25.11,111.17,0.12,6.63,24.33,1.507,82.68,98.0,0.77,76.92,5.76,78.45,7.49,93.44,96.48,21,100.0,SAFE,HEALTHY,TRAIN
JR-05825,431.56,9.3,26.13,182.37,2.32,7.49,25.97,1.257,57.74,75.01,0.16,61.91,-4.17,58.91,-6.73,68.09,74.97,5,81.4,WARNING,MODERATE,TRAIN
JR-05245,645.74,4.12,23.36,233.16,1.61,6.82,23.68,1.626,63.89,60.94,-0.32,65.64,-1.74,66.79,-2.65,65.48,65.2,14,78.22,WARNING,MODERATE,TEST
JR-05037,421.91,7.48,23.95,157.41,1.02,6.5,24.02,1.372,62.69,86.39,-0.07,64.12,-1.43,59.99,-2.23,80.85,83.66,3,92.22,WARNING,MODERATE,TRAIN
JR-00555,664.86,2.82,27.4,52.01,0.49,7.21,26.91,1.764,92.18,82.7,0.48,93.54,-1.36,94.31,-1.46,80.27,79.39,6,97.3,SAFE,HEALTHY,TEST
JR-07312,708.81,18.83,17.5,424.77,8.31,6.0,16.5,1.07,40.07,55.85,1.0,41.04,-0.96,42.5,-2.35,59.99,54.93,1,63.29,CRITICAL,UNHEALTHY,TRAIN
JR-04395,481.61,16.81,26.36,178.39,3.72,6.41,26.14,1.572,62.96,77.85,0.22,61.42,1.54,60.58,2.51,72.41,77.38,3,89.82,WARNING,MODERATE,TEST
JR-05395,663.91,11.01,23.05,253.76,3.4,7.19,22.73,1.378,61.78,69.12,0.32,62.5,-0.72,64.82,-1.15,74.31,72.21,18,79.4,WARNING,MODERATE,TRAIN
JR-03536,517.43,4.62,21.8,75.16,1.18,6.89,21.53,1.874,85.47,74.41,0.27,84.35,1.13,85.17,1.34,68.21,74.05,6,93.3,SAFE,HEALTHY,TEST
JR-01700,302.75,3.52,24.37,90.99,0.49,7.14,23.5,1.95,69.94,86.21,0.87,75.81,-5.87,68.24,-7.74,75.85,80.11,26,100.0,SAFE,HEALTHY,TRAIN
JR-06727,481.75,15.9,29.16,174.34,7.73,5.52,28.34,1.07,63.81,51.41,0.81,66.03,-2.22,66.08,-3.36,55.13,52.77,27,59.95,CRITICAL,UNHEALTHY,TRAIN
JR-01056,211.71,1.83,28.49,62.78,0.18,8.19,28.0,1.911,70.34,89.99,0.49,71.23,-0.88,65.91,-1.24,83.12,88.3,12,100.0,SAFE,HEALTHY,TRAIN
JR-01407,434.25,5.58,24.06,59.52,0.92,7.29,22.93,2.0,86.29,83.5,1.13,90.96,-4.66,87.74,-5.13,89.29,88.08,10,100.0,SAFE,HEALTHY,TEST
JR-03768,472.3,1.51,23.35,90.72,0.4,6.68,23.1,1.811,80.79,73.52,0.25,80.88,-0.09,78.3,-0.11,79.68,73.41,10,91.36,SAFE,HEALTHY,TRAIN
JR-00602,221.23,8.34,23.2,15.0,1.23,7.34,23.77,2.0,93.22,85.2,-0.57,97.54,-4.32,92.78,-4.43,88.66,86.16,22,100.0,SAFE,HEALTHY,TEST
JR-01384,378.8,4.04,24.21,52.06,0.94,6.06,24.4,1.702,86.26,76.87,-0.19,84.81,1.45,83.04,1.7,73.7,79.12,22,91.7,SAFE,HEALTHY,TRAIN
JR-03333,476.09,6.73,22.85,84.73,0.77,7.47,22.25,1.712,82.2,88.55,0.6,80.66,1.54,80.11,1.91,84.83,88.63,22,100.0,SAFE,HEALTHY,TRAIN
JR-02119,354.79,7.69,26.99,78.93,1.57,7.06,26.17,2.0,77.75,79.58,0.82,85.95,-8.2,80.35,-9.54,88.4,82.83,4,99.68,SAFE,HEALTHY,TEST
JR-04320,490.71,8.02,30.93,140.79,1.13,7.76,30.27,1.489,71.31,85.9,0.66,79.94,-8.63,75.42,-10.79,85.95,87.32,3,94.2,WARNING,MODERATE,TEST
JR-01913,470.41,3.56,28.1,51.0,0.91,6.83,27.42,1.517,89.16,74.31,0.68,91.22,-2.06,92.34,-2.26,74.23,73.93,12,86.07,SAFE,HEALTHY,TEST
JR-03685,333.47,4.89,20.97,66.57,0.58,7.1,20.82,2.0,80.04,88.04,0.15,83.39,-3.36,78.89,-4.02,89.28,87.89,21,100.0,SAFE,HEALTHY,TRAIN
JR-07583,619.24,20.85,30.55,377.25,8.11,5.99,29.3,0.976,39.08,61.12,1.25,48.8,-9.72,40.25,-19.92,67.67,64.67,15,65.36,CRITICAL,UNHEALTHY,TRAIN
JR-04814,566.18,10.97,31.35,174.33,4.01,7.84,30.75,1.9,69.21,63.41,0.61,72.65,-3.44,73.63,-4.73,64.06,67.23,8,85.56,WARNING,MODERATE,TRAIN
JR-01741,332.81,3.36,25.4,48.25,0.38,7.11,25.39,2.0,85.5,88.54,0.02,80.29,5.21,86.28,6.49,92.65,88.62,21,100.0,SAFE,HEALTHY,TRAIN
JR-05040,590.89,9.53,28.57,150.53,1.94,6.73,27.81,1.467,74.52,79.66,0.77,76.7,-2.17,74.58,-2.83,86.8,83.47,2,89.09,WARNING,MODERATE,TEST
JR-00928,399.35,2.91,26.52,85.94,0.59,6.92,26.3,1.772,78.48,79.63,0.21,71.16,7.32,76.26,10.29,80.63,77.16,5,95.17,SAFE,HEALTHY,TEST
JR-05139,233.45,9.23,19.95,69.63,1.49,6.84,18.86,1.815,70.17,83.91,1.1,70.97,-0.79,73.12,-1.12,80.71,87.54,9,99.23,WARNING,MODERATE,TEST
JR-03579,435.94,3.05,23.24,45.87,0.82,6.71,23.16,1.769,89.48,72.95,0.07,84.42,5.06,87.89,5.99,71.09,73.33,2,90.08,SAFE,HEALTHY,TRAIN
JR-04443,774.93,9.26,26.31,380.07,1.38,7.1,25.37,1.797,50.95,85.14,0.94,53.67,-2.72,52.4,-5.06,86.18,85.3,7,99.79,WARNING,MODERATE,TRAIN
JR-07473,970.94,26.58,26.58,459.33,6.31,6.21,26.39,0.57,52.69,76.25,0.19,57.77,-5.08,57.44,-8.79,79.19,75.95,30,68.59,CRITICAL,UNHEALTHY,TRAIN
JR-07129,691.01,4.38,33.89,274.38,1.53,5.7,33.4,1.138,60.29,65.1,0.49,62.69,-2.39,60.94,-3.82,60.37,61.48,17,71.59,CRITICAL,UNHEALTHY,TRAIN
JR-00240,351.88,6.01,26.39,66.54,1.4,6.99,26.81,1.806,81.09,76.64,-0.42,79.37,1.72,82.18,2.17,78.39,81.11,23,93.59,SAFE,HEALTHY,TEST
JR-02967,296.97,1.26,21.96,58.6,0.17,6.66,20.56,1.746,80.27,86.87,1.4,76.34,3.93,78.51,5.14,81.95,84.9,4,100.0,SAFE,HEALTHY,TRAIN
JR-03543,408.42,5.93,24.24,13.36,0.95,7.09,23.88,2.0,96.73,83.98,0.37,94.2,2.53,95.56,2.68,77.31,81.54,22,100.0,SAFE,HEALTHY,TEST
JR-06207,532.5,11.57,23.56,157.16,2.98,7.07,22.75,1.261,70.49,74.24,0.81,68.99,1.5,67.94,2.17,82.67,77.96,11,80.89,WARNING,MODERATE,TEST
JR-03211,431.96,5.91,24.88,55.95,0.71,8.16,23.72,1.64,87.05,87.96,1.16,78.6,8.44,84.3,10.74,98.0,92.48,21,98.77,SAFE,HEALTHY,TRAIN
JR-00102,398.23,4.11,28.62,11.95,0.89,7.51,28.48,1.766,97.0,78.34,0.13,91.42,5.58,95.47,6.1,82.8,85.24,13,94.07,SAFE,HEALTHY,TEST
JR-00319,492.21,3.51,25.17,43.66,0.61,7.13,25.3,1.851,91.13,82.51,-0.12,83.66,7.47,86.89,8.92,77.27,81.12,25,98.9,SAFE,HEALTHY,TEST
JR-04582,476.25,17.08,24.89,153.64,6.72,7.6,25.35,1.017,67.74,60.66,-0.46,65.53,2.21,68.77,3.37,65.63,63.23,6,65.83,WARNING,MODERATE,TRAIN
JR-03188,319.53,3.43,21.77,29.87,0.6,6.52,21.39,1.553,90.65,82.41,0.38,86.59,4.06,88.09,4.69,80.21,79.4,10,92.87,SAFE,HEALTHY,TRAIN
JR-00534,426.12,7.34,27.6,29.68,1.31,7.21,26.83,1.875,93.03,82.15,0.77,98.0,-4.97,94.29,-5.07,84.24,85.6,20,99.11,SAFE,HEALTHY,TEST
JR-00738,371.85,4.74,25.32,87.36,0.63,6.9,25.53,1.771,76.51,86.66,-0.2,81.6,-5.1,80.53,-6.25,91.26,88.31,20,100.0,SAFE,HEALTHY,TRAIN
JR-01245,559.97,7.1,27.2,82.13,1.53,6.88,26.93,1.585,85.33,78.37,0.27,87.46,-2.13,85.68,-2.44,83.3,77.18,9,90.48,SAFE,HEALTHY,TRAIN
JR-01143,332.69,3.51,23.96,43.87,0.65,7.76,24.34,2.0,86.81,81.45,-0.38,88.68,-1.87,87.59,-2.11,75.65,79.23,26,100.0,SAFE,HEALTHY,TEST
JR-04348,601.4,5.9,23.13,175.1,1.5,6.98,22.62,1.64,70.89,74.63,0.51,69.91,0.97,72.27,1.39,78.22,75.32,9,88.78,WARNING,MODERATE,TEST
JR-07288,936.08,18.02,20.16,529.87,8.96,5.59,19.59,0.778,43.39,50.25,0.57,36.46,6.93,40.18,19.01,48.04,52.57,24,53.25,CRITICAL,UNHEALTHY,TRAIN
JR-06527,841.52,17.04,32.21,328.93,7.59,5.81,32.68,0.836,60.91,55.46,-0.46,69.74,-8.83,63.96,-12.66,57.04,56.26,17,58.3,CRITICAL,UNHEALTHY,TEST
JR-01329,379.97,5.0,24.39,40.17,0.71,6.5,22.82,1.533,89.43,85.82,1.57,88.1,1.33,90.27,1.51,88.35,87.68,30,95.03,SAFE,HEALTHY,TRAIN
JR-07098,685.52,19.14,28.79,330.09,9.68,5.09,28.48,1.402,51.85,49.4,0.31,50.31,1.54,51.25,3.06,57.14,52.25,18,65.09,CRITICAL,UNHEALTHY,TRAIN
JR-06614,914.64,22.79,32.79,463.65,12.43,7.55,31.94,1.08,49.31,45.45,0.85,47.75,1.55,47.28,3.26,43.59,45.95,3,55.69,CRITICAL,UNHEALTHY,TRAIN
JR-01929,401.25,8.18,27.49,95.31,1.68,7.42,27.28,1.571,76.25,79.52,0.21,73.16,3.09,74.41,4.22,71.88,75.43,19,91.07,SAFE,HEALTHY,TRAIN
JR-05005,833.48,14.55,32.1,212.18,5.26,7.3,30.39,1.283,74.54,63.83,1.71,78.94,-4.4,75.68,-5.57,66.22,64.54,24,73.53,WARNING,MODERATE,TEST
JR-00497,444.74,7.38,26.64,127.09,1.77,6.53,26.61,1.916,71.42,75.95,0.03,68.43,3.0,70.22,4.38,77.76,78.79,3,95.28,SAFE,HEALTHY,TEST
JR-07545,410.74,15.63,33.77,238.68,7.7,5.14,32.48,0.524,41.89,50.75,1.3,46.92,-5.03,42.82,-10.71,49.21,48.7,10,48.54,CRITICAL,UNHEALTHY,TRAIN
JR-02772,311.98,6.62,28.34,58.81,0.61,7.08,27.96,1.614,81.15,90.85,0.37,76.86,4.29,81.2,5.58,98.0,90.41,24,100.0,SAFE,HEALTHY,TEST
JR-00473,656.43,5.48,32.88,67.96,0.74,7.45,32.21,1.614,89.65,86.55,0.67,86.42,3.23,88.92,3.74,88.58,85.38,13,97.2,SAFE,HEALTHY,TEST
JR-05051,449.17,8.0,21.05,205.77,2.58,7.71,19.74,1.708,54.19,67.76,1.31,54.8,-0.61,53.22,-1.11,65.56,67.13,22,84.99,WARNING,MODERATE,TEST
JR-04077,648.58,9.38,26.62,293.84,3.52,7.4,25.88,1.605,54.69,62.44,0.75,66.37,-11.68,59.56,-17.6,57.42,62.76,26,78.92,WARNING,MODERATE,TRAIN
JR-03917,173.93,4.66,24.8,35.34,0.54,7.02,24.15,1.855,79.68,88.5,0.64,79.94,-0.26,82.02,-0.33,85.63,86.95,10,100.0,SAFE,HEALTHY,TRAIN
JR-00545,537.86,2.86,23.95,90.09,0.65,6.59,21.99,1.668,83.25,77.21,1.97,83.03,0.22,82.93,0.26,82.98,79.02,6,91.26,SAFE,HEALTHY,TEST
JR-04177,823.87,6.33,23.55,341.39,2.13,6.99,24.42,1.545,58.56,66.4,-0.87,66.29,-7.72,64.53,-11.65,65.74,69.79,9,80.71,WARNING,MODERATE,TEST
JR-01243,542.24,2.67,16.75,136.96,0.29,6.86,16.0,1.638,74.74,89.15,0.75,72.62,2.12,75.05,2.92,96.43,90.46,22,99.62,SAFE,HEALTHY,TEST
JR-07331,938.64,16.27,19.61,639.21,8.56,7.6,19.02,1.388,31.9,47.38,0.59,35.94,-4.04,32.44,-11.24,54.12,49.1,10,63.29,CRITICAL,UNHEALTHY,TEST
JR-05539,568.6,7.98,25.01,101.2,0.82,6.47,24.72,1.134,82.2,89.68,0.29,80.27,1.93,80.96,2.41,88.64,87.05,28,89.94,WARNING,MODERATE,TRAIN
JR-00335,335.86,5.18,27.82,48.71,0.5,6.84,27.96,2.0,85.5,90.37,-0.14,82.7,2.8,86.6,3.38,89.66,91.7,7,100.0,SAFE,HEALTHY,TEST
JR-07133,786.49,16.34,24.01,417.69,6.5,4.59,23.31,1.157,46.89,60.24,0.7,49.74,-2.85,46.61,-5.72,53.1,57.94,28,68.31,CRITICAL,UNHEALTHY,TRAIN
JR-01316,447.63,5.33,27.79,94.49,1.39,6.36,27.6,1.835,78.89,73.84,0.2,81.79,-2.9,77.87,-3.54,73.16,69.88,10,92.08,SAFE,HEALTHY,TRAIN
JR-01920,558.83,2.82,25.3,76.79,0.35,7.21,24.64,1.857,86.26,87.65,0.66,81.79,4.47,83.71,5.47,78.17,83.06,1,100.0,SAFE,HEALTHY,TEST
JR-02185,656.83,0.7,25.44,141.38,0.16,7.02,25.13,1.899,78.48,77.3,0.32,71.39,7.09,75.49,9.93,83.32,76.93,2,95.95,SAFE,HEALTHY,TRAIN
JR-03862,489.56,4.02,22.42,71.17,0.22,7.49,20.3,1.94,85.46,94.53,2.12,93.22,-7.75,88.31,-8.32,90.25,94.26,15,100.0,SAFE,HEALTHY,TRAIN
JR-07410,609.56,15.19,24.77,364.45,6.85,6.61,23.56,0.854,40.21,54.88,1.21,43.35,-3.14,40.3,-7.24,58.18,56.15,6,58.25,CRITICAL,UNHEALTHY,TRAIN
JR-04646,624.43,11.97,26.63,160.68,2.85,7.25,27.53,1.353,74.27,76.2,-0.89,78.24,-3.97,79.35,-5.07,76.4,74.29,3,84.2,WARNING,MODERATE,TRAIN
JR-00133,449.18,6.63,20.82,81.2,0.77,6.99,21.3,1.76,81.92,88.37,-0.49,85.95,-4.02,81.94,-4.68,94.2,86.9,10,100.0,SAFE,HEALTHY,TEST
JR-03961,275.72,7.6,24.55,16.83,1.15,7.21,24.64,2.0,93.89,84.84,-0.09,92.57,1.33,91.2,1.43,84.53,84.47,24,100.0,SAFE,HEALTHY,TEST
JR-06352,839.41,7.01,25.02,122.11,1.41,5.93,24.11,1.36,85.45,79.9,0.91,85.58,-0.13,88.26,-0.15,83.3,80.25,9,87.12,WARNING,MODERATE,TEST
JR-02246,403.09,6.66,28.01,42.29,1.55,7.32,28.4,1.995,89.51,76.76,-0.38,92.91,-3.4,90.53,-3.66,74.0,74.54,21,97.48,SAFE,HEALTHY,TEST
JR-00541,464.84,7.02,23.22,57.98,1.33,7.32,21.96,1.633,87.53,81.08,1.27,82.28,5.24,87.94,6.37,83.8,81.34,25,93.47,SAFE,HEALTHY,TRAIN
JR-06147,490.13,9.1,25.8,156.88,3.03,7.31,25.73,1.543,67.99,66.72,0.06,65.86,2.13,67.4,3.24,59.42,65.73,22,80.91,WARNING,MODERATE,TEST
JR-02030,599.23,6.41,27.14,110.88,0.36,6.8,27.53,1.658,81.5,94.45,-0.39,79.38,2.12,83.1,2.67,88.48,90.42,17,100.0,SAFE,HEALTHY,TRAIN
JR-00038,275.02,3.57,23.26,45.14,0.72,6.98,23.44,1.603,83.58,79.94,-0.18,85.13,-1.55,88.91,-1.82,89.62,84.0,21,92.02,SAFE,HEALTHY,TRAIN
JR-07637,863.51,12.76,34.84,387.07,3.69,6.55,34.5,1.206,55.18,71.07,0.34,69.28,-14.11,59.91,-20.36,67.19,70.57,25,77.42,CRITICAL,UNHEALTHY,TRAIN
JR-07574,757.38,12.18,34.42,223.28,3.31,6.61,33.41,1.093,70.52,72.82,1.02,81.88,-11.36,73.91,-13.88,66.98,69.91,5,76.48,CRITICAL,UNHEALTHY,TRAIN
JR-02019,390.66,4.33,25.92,45.35,0.7,7.19,24.8,1.78,88.39,83.75,1.11,82.12,6.27,87.08,7.64,77.43,78.87,20,98.42,SAFE,HEALTHY,TRAIN
JR-02112,431.8,7.28,26.33,58.76,1.34,7.07,26.16,1.802,86.39,81.67,0.18,87.03,-0.64,85.61,-0.73,78.45,81.09,26,97.29,SAFE,HEALTHY,TEST
JR-02403,319.43,7.37,19.05,37.31,2.87,7.16,18.89,1.481,88.32,61.11,0.17,89.48,-1.16,91.94,-1.3,61.5,58.26,4,75.45,SAFE,HEALTHY,TRAIN
JR-00749,531.31,5.19,24.59,49.61,1.08,7.29,24.96,1.817,90.66,79.26,-0.37,95.17,-4.51,94.61,-4.74,80.43,79.81,18,95.79,SAFE,HEALTHY,TRAIN
JR-07568,862.71,29.08,28.29,523.79,10.79,8.73,28.36,0.647,39.29,62.89,-0.08,41.92,-2.63,38.58,-6.28,61.97,65.8,17,60.12,CRITICAL,UNHEALTHY,TRAIN
JR-02457,429.51,11.57,28.84,89.82,1.81,7.33,27.94,1.568,79.09,84.38,0.9,76.04,3.05,76.03,4.01,97.28,88.86,25,94.64,SAFE,HEALTHY,TEST
JR-07513,861.08,14.64,28.13,333.08,7.6,6.62,27.87,1.226,61.32,48.12,0.26,64.13,-2.81,64.78,-4.39,50.96,50.26,4,60.6,CRITICAL,UNHEALTHY,TEST
JR-02345,537.36,7.01,26.26,99.67,1.57,6.81,26.49,1.772,81.45,77.63,-0.23,80.5,0.95,82.86,1.18,79.57,79.49,7,93.67,SAFE,HEALTHY,TEST
JR-00096,434.53,7.6,25.93,55.23,1.16,7.64,25.66,2.0,87.29,84.79,0.27,89.27,-1.98,89.53,-2.22,84.26,84.71,27,100.0,SAFE,HEALTHY,TEST
JR-06252,681.26,8.79,25.0,263.96,2.19,6.42,25.25,1.677,61.25,75.08,-0.25,63.59,-2.34,59.11,-3.67,82.93,75.43,7,89.85,WARNING,MODERATE,TRAIN
JR-07865,617.27,13.34,22.16,399.67,7.3,6.22,22.67,1.017,35.25,45.27,-0.51,43.92,-8.67,39.79,-19.74,48.38,46.51,27,54.29,CRITICAL,UNHEALTHY,TEST
JR-05224,659.12,6.88,20.12,227.26,1.85,7.13,20.06,1.723,65.52,73.09,0.06,61.46,4.06,61.09,6.61,72.46,73.03,22,89.28,WARNING,MODERATE,TEST
JR-02115,357.66,5.98,28.73,12.92,1.79,7.02,28.76,1.893,96.39,70.04,-0.03,94.45,1.94,94.54,2.05,71.82,72.57,1,90.38,SAFE,HEALTHY,TRAIN
